,ABB LTD,ALCON,GEBERIT,GIVAUDAN,HOLCIM,KUEHNE NAEL,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SIKA,SONOVA,SWISS LIFE HOLDING,SWISS RE,SWISSCOM,UBS GROUP,ZURICH INSURANCE
2021-06-03,31.34,62.439999,658.599976,4048.0,55.02,310.299988,118.75,585.0,111.82,80.620003,1356.0,113.300003,315.950012,288.899994,313.0,465.899994,86.639999,517.0,14.93,376.700012
2021-06-04,31.41,63.16,659.400024,4086.0,54.52,312.600006,118.699997,586.799988,112.900002,81.019997,1365.0,113.5,319.899994,292.100006,315.799988,460.799988,86.260002,515.599976,14.76,377.5
2021-06-07,31.469999,63.040001,656.599976,4074.0,54.700001,316.700012,119.25,610.0,112.82,80.790001,1363.5,115.300003,327.600006,291.799988,325.299988,459.700012,85.540001,515.200012,14.765,373.799988
2021-06-08,31.299999,62.240002,666.400024,4104.0,54.740002,314.5,121.400002,624.200012,113.400002,80.379997,1379.0,115.300003,330.0,292.600006,320.200012,459.600006,84.860001,520.0,14.73,373.200012
2021-06-09,31.15,62.419998,667.400024,4169.0,55.52,318.0,124.650002,645.0,113.919998,82.25,1372.5,116.25,340.149994,291.799988,325.5,456.200012,83.879997,522.599976,14.605,370.899994
2021-06-10,30.93,62.459999,662.799988,4230.0,56.279999,317.100006,119.400002,653.400024,113.739998,83.559998,1370.0,114.650002,340.75,292.100006,321.200012,454.200012,83.800003,527.200012,14.55,368.200012
2021-06-11,30.950001,63.32,666.200012,4228.0,56.599998,318.700012,115.599998,661.599976,113.82,83.32,1387.5,114.599998,342.0,294.100006,321.0,457.0,84.480003,523.0,14.58,370.200012
2021-06-14,31.030001,63.84,669.599976,4230.0,56.560001,318.799988,115.900002,664.599976,113.82,83.839996,1395.0,115.099998,341.700012,293.799988,326.399994,457.299988,84.800003,525.0,14.615,371.5
2021-06-15,31.27,63.860001,672.599976,4264.0,56.439999,318.600006,115.75,660.200012,114.599998,84.290001,1394.5,115.25,343.649994,295.0,330.799988,461.399994,85.360001,526.0,14.665,374.0
2021-06-16,30.93,64.160004,675.799988,4282.0,56.900002,319.5,115.599998,665.599976,114.760002,85.18,1394.0,115.300003,347.100006,297.0,328.5,465.600006,86.160004,530.0,14.57,378.200012
2021-06-17,30.709999,64.779999,675.200012,4233.0,56.220001,312.799988,116.25,658.0,115.459999,85.93,1399.0,115.050003,348.399994,294.5,329.700012,465.799988,86.360001,531.200012,14.635,381.0
2021-06-18,30.290001,64.760002,676.400024,4253.0,55.200001,310.600006,112.900002,652.0,115.5,85.720001,1367.5,112.449997,348.25,294.200012,333.299988,460.899994,85.120003,528.599976,14.34,375.799988
2021-06-21,30.82,64.68,683.599976,4320.0,55.740002,317.899994,116.199997,644.200012,116.199997,86.160004,1374.5,113.599998,349.149994,296.399994,332.700012,462.700012,85.139999,532.799988,14.27,374.799988
2021-06-22,31.17,64.800003,690.599976,4336.0,55.98,320.0,115.300003,648.799988,116.239998,85.790001,1381.0,113.599998,345.299988,300.0,335.299988,461.600006,85.099998,533.200012,14.205,375.299988
2021-06-23,30.98,64.400002,688.200012,4333.0,55.459999,316.100006,115.300003,646.0,115.660004,84.949997,1376.5,112.800003,340.5,301.299988,334.200012,457.899994,84.599998,526.400024,14.215,372.299988
2021-06-24,31.4,64.580002,699.599976,4377.0,56.259998,317.5,115.650002,663.799988,116.0,85.080002,1401.5,114.199997,343.049988,303.600006,341.700012,461.700012,85.080002,527.400024,14.32,375.700012
2021-06-25,31.65,64.559998,699.400024,4343.0,56.860001,317.299988,111.5,661.0,115.900002,84.660004,1409.5,113.349998,344.799988,304.200012,345.5,464.200012,84.959999,527.799988,14.355,376.5
2021-06-28,31.530001,64.599998,698.400024,4332.0,55.860001,317.0,111.650002,666.599976,116.120003,84.910004,1402.0,113.0,348.049988,305.299988,345.5,460.799988,84.139999,529.599976,14.225,375.0
2021-06-29,31.799999,65.199997,706.400024,4344.0,55.939999,317.600006,112.699997,664.0,116.300003,84.57,1418.5,112.849998,348.799988,308.0,347.799988,458.100006,84.279999,528.0,14.285,375.100006
2021-06-30,31.389999,64.779999,694.0,4303.0,55.5,316.600006,112.099998,655.799988,115.220001,84.32,1401.5,111.949997,348.549988,302.5,348.0,449.600006,83.480003,528.200012,14.16,371.200012
2021-07-01,31.35,65.0,692.400024,4285.0,55.380001,314.5,111.199997,657.200012,115.559998,84.419998,1409.0,111.849998,350.149994,305.5,349.399994,455.200012,84.059998,528.200012,14.28,372.0
2021-07-02,31.73,65.019997,691.400024,4319.0,55.18,321.600006,112.75,655.400024,115.620003,84.519997,1417.5,111.599998,349.549988,303.299988,354.0,455.100006,83.959999,527.599976,14.165,367.600006
2021-07-05,31.879999,64.900002,691.0,4323.0,54.860001,321.399994,112.849998,655.400024,115.139999,84.190002,1419.0,111.949997,350.350006,302.899994,351.899994,460.899994,84.400002,528.799988,14.31,368.200012
2021-07-06,31.799999,65.279999,694.200012,4314.0,53.82,317.299988,114.650002,665.799988,115.080002,84.550003,1430.5,110.550003,353.5,304.700012,352.299988,453.100006,82.779999,531.599976,13.985,364.700012
2021-07-07,32.419998,66.059998,710.799988,4397.0,54.360001,320.0,115.650002,679.200012,116.5,84.970001,1444.5,111.900002,355.950012,310.600006,358.799988,456.399994,83.839996,536.799988,13.975,367.700012
2021-07-08,32.169998,64.519997,704.599976,4330.0,52.98,312.799988,115.300003,669.400024,115.459999,84.110001,1409.0,108.949997,353.950012,306.899994,355.299988,446.200012,83.040001,531.400024,13.475,360.0
2021-07-09,32.849998,64.419998,710.400024,4333.0,53.639999,314.600006,114.949997,666.799988,115.199997,84.940002,1420.0,110.650002,353.100006,309.100006,330.200012,453.299988,84.199997,535.799988,13.675,365.100006
2021-07-12,32.82,64.839996,718.200012,4379.0,53.779999,319.799988,114.949997,672.0,115.800003,85.43,1455.0,112.349998,356.299988,311.100006,339.200012,457.399994,85.059998,542.0,13.78,367.5
2021-07-13,32.82,64.559998,723.799988,4398.0,53.619999,319.799988,112.699997,669.0,115.879997,85.099998,1450.0,112.0,356.200012,312.0,340.200012,457.0,85.559998,543.0,13.77,367.5
2021-07-14,32.709999,63.959999,720.599976,4362.0,53.919998,321.0,112.050003,661.799988,115.459999,84.879997,1437.5,114.150002,355.5,311.700012,340.899994,454.799988,84.980003,537.599976,13.79,365.899994
2021-07-15,32.689999,63.080002,722.0,4374.0,53.419998,319.600006,110.5,654.0,114.82,83.82,1434.0,112.150002,355.25,312.899994,346.799988,451.899994,83.980003,537.599976,13.835,363.899994
2021-07-16,32.470001,63.34,722.0,4409.0,52.66,314.200012,109.400002,658.400024,115.739998,84.470001,1461.0,111.150002,359.100006,312.799988,342.899994,451.0,83.5,544.799988,13.75,364.299988
2021-07-19,31.610001,63.040001,716.599976,4456.0,50.880001,310.100006,108.699997,657.0,115.540001,83.080002,1432.0,107.150002,356.950012,308.5,343.899994,435.200012,79.919998,539.599976,13.35,354.799988
2021-07-20,32.150002,63.380001,722.200012,4475.0,51.799999,312.100006,108.150002,658.0,116.339996,83.339996,1448.5,108.550003,354.549988,310.700012,340.700012,444.799988,80.620003,544.200012,14.06,358.899994
2021-07-21,32.669998,63.759998,727.599976,4471.0,52.779999,309.399994,111.25,663.200012,116.040001,82.760002,1476.5,111.300003,355.950012,313.299988,344.100006,459.0,82.860001,546.599976,14.465,365.200012
2021-07-22,33.150002,64.660004,735.200012,4446.0,53.080002,302.700012,111.300003,677.0,114.199997,83.82,1513.5,113.0,343.049988,313.899994,349.5,462.600006,83.040001,546.0,14.43,366.0
2021-07-23,33.669998,65.419998,743.599976,4489.0,53.299999,307.600006,110.599998,705.599976,115.620003,84.57,1529.5,116.099998,347.299988,320.200012,352.200012,465.299988,83.260002,544.799988,14.62,366.700012
2021-07-26,33.689999,64.160004,732.799988,4425.0,53.560001,307.700012,111.050003,686.0,114.32,83.510002,1521.5,117.150002,344.549988,315.600006,347.700012,468.899994,83.739998,543.400024,14.86,368.600006
2021-07-27,33.619999,63.959999,733.400024,4472.0,53.360001,306.0,100.099998,682.599976,114.519997,83.279999,1513.0,114.550003,344.549988,313.5,346.600006,467.100006,83.68,546.599976,14.845,367.200012
2021-07-28,33.5,65.660004,739.799988,4501.0,53.360001,307.299988,98.760002,685.599976,114.120003,83.980003,1532.5,115.849998,347.600006,314.700012,353.399994,466.899994,84.040001,546.0,14.745,367.399994
2021-07-29,33.439999,65.919998,745.799988,4483.0,53.720001,302.600006,97.919998,692.599976,113.699997,83.519997,1558.0,116.949997,347.600006,318.399994,353.799988,469.299988,84.760002,543.200012,15.0,367.399994
2021-07-30,33.130001,66.0,743.799988,4522.0,53.099998,305.600006,99.059998,705.200012,114.800003,83.879997,1548.5,116.0,350.350006,319.100006,355.899994,468.0,82.019997,545.0,14.94,365.799988
2021-08-02,33.060001,67.040001,747.0,4534.0,53.419998,306.0,98.5,714.400024,114.860001,83.769997,1561.0,118.050003,351.899994,319.899994,358.5,470.299988,82.620003,546.599976,15.085,368.100006
2021-08-03,33.32,66.720001,746.200012,4532.0,53.16,305.899994,97.839996,719.400024,114.099998,83.480003,1568.5,118.0,352.75,319.899994,360.200012,472.399994,82.279999,549.0,15.04,369.299988
2021-08-04,33.700001,67.580002,760.0,4552.0,52.84,305.200012,98.480003,721.0,113.559998,83.349998,1587.0,115.75,354.0,324.100006,367.899994,474.200012,82.620003,547.200012,15.1,373.100006
2021-08-05,33.790001,66.120003,760.0,4559.0,52.639999,304.600006,99.760002,718.400024,113.040001,83.300003,1598.0,115.349998,358.149994,325.200012,369.5,476.200012,83.360001,553.0,15.155,375.700012
2021-08-06,33.75,65.900002,751.400024,4513.0,52.860001,303.299988,99.279999,707.200012,112.879997,83.5,1594.0,115.949997,353.25,322.299988,365.200012,479.0,84.239998,544.0,15.405,381.0
2021-08-09,33.709999,66.480003,757.799988,4554.0,52.740002,304.0,99.68,716.200012,113.720001,84.650002,1604.5,116.199997,362.350006,323.0,364.899994,483.899994,84.760002,550.0,15.5,386.399994
2021-08-10,34.169998,65.940002,764.200012,4553.0,53.139999,304.600006,99.720001,719.599976,113.839996,84.809998,1620.5,115.699997,364.850006,328.700012,361.799988,488.100006,85.300003,549.0,15.61,388.200012
2021-08-11,34.41,65.559998,767.0,4566.0,53.580002,309.100006,99.699997,720.400024,113.900002,85.300003,1578.0,114.949997,367.399994,329.200012,357.299988,488.899994,85.760002,548.0,15.66,390.0
2021-08-12,34.529999,65.339996,775.0,4571.0,54.0,314.700012,100.75,722.0,113.599998,85.739998,1597.5,115.199997,366.899994,330.600006,361.399994,491.100006,86.400002,548.200012,15.675,404.899994
2021-08-13,34.619999,64.839996,771.200012,4596.0,54.0,315.0,98.720001,722.200012,114.540001,85.959999,1610.0,114.900002,367.950012,331.600006,360.0,494.399994,86.919998,547.599976,15.685,408.100006
2021-08-16,34.52,64.440002,768.0,4569.0,53.119999,314.799988,98.260002,726.200012,114.639999,85.910004,1602.0,111.699997,368.350006,328.200012,358.899994,494.700012,86.779999,546.200012,15.515,405.100006
2021-08-17,34.41,64.559998,766.799988,4625.0,52.66,329.5,98.760002,738.400024,116.360001,86.739998,1623.5,109.550003,370.0,328.299988,358.299988,486.100006,86.5,547.200012,15.475,403.600006
2021-08-18,34.740002,73.279999,765.200012,4628.0,52.619999,328.200012,98.019997,752.599976,116.139999,86.75,1629.0,106.449997,372.549988,329.399994,361.5,487.700012,86.699997,548.0,15.54,407.899994
2021-08-19,34.299999,73.760002,752.400024,4602.0,51.48,325.899994,95.32,749.0,116.18,85.410004,1589.0,99.339996,372.0,325.200012,354.899994,479.100006,85.139999,545.0,15.18,404.399994
2021-08-20,34.400002,73.980003,761.400024,4625.0,51.34,322.100006,96.139999,762.599976,116.419998,85.470001,1610.5,99.0,368.399994,328.399994,358.700012,478.600006,85.32,548.200012,15.21,405.600006
2021-08-23,34.580002,74.239998,767.799988,4663.0,51.919998,328.200012,97.400002,767.0,116.220001,85.970001,1616.0,102.75,368.399994,330.5,358.600006,482.700012,86.260002,550.200012,15.285,407.399994
2021-08-24,34.619999,74.540001,761.200012,4631.0,52.16,328.700012,97.459999,769.0,115.959999,84.519997,1629.5,103.599998,366.399994,331.600006,351.5,484.899994,86.660004,541.599976,15.355,406.799988
2021-08-25,34.110001,73.940002,758.599976,4594.0,52.080002,328.0,95.919998,768.599976,115.040001,83.82,1635.0,103.5,362.149994,329.100006,354.100006,482.700012,86.339996,538.799988,15.53,404.600006
2021-08-26,34.34,74.639999,765.799988,4599.0,52.32,326.5,96.220001,764.0,115.559998,84.239998,1626.0,103.599998,365.75,331.5,351.799988,483.600006,85.959999,538.799988,15.445,402.700012
2021-08-27,34.200001,74.699997,769.400024,4628.0,52.639999,332.399994,95.199997,777.799988,116.360001,84.279999,1623.5,103.300003,366.299988,332.399994,356.899994,484.600006,85.919998,539.0,15.395,402.600006
2021-08-30,34.349998,75.360001,770.0,4636.0,52.580002,337.600006,96.639999,775.799988,116.980003,84.07,1622.5,102.199997,365.799988,333.399994,359.399994,483.600006,84.860001,539.799988,15.34,401.700012
2021-08-31,33.919998,75.440002,765.200012,4595.0,52.200001,335.100006,93.639999,775.0,115.739998,84.790001,1624.0,101.0,367.75,330.100006,353.0,477.600006,84.260002,537.400024,15.28,402.0
2021-09-01,34.0,76.260002,766.799988,4577.0,52.400002,335.200012,95.279999,774.200012,115.879997,84.660004,1632.0,103.300003,366.75,328.899994,358.399994,483.600006,84.519997,535.599976,15.36,404.600006
2021-09-02,34.360001,76.959999,771.0,4588.0,52.240002,339.899994,93.099998,777.0,115.519997,84.449997,1636.0,104.099998,365.5,333.600006,363.200012,482.5,83.300003,533.799988,15.37,403.5
2021-09-03,34.419998,77.239998,763.0,4584.0,51.959999,337.700012,94.360001,768.799988,115.220001,83.370003,1622.5,101.5,364.75,329.899994,358.299988,478.799988,82.620003,535.200012,15.295,399.299988
2021-09-06,34.52,78.400002,767.799988,4613.0,49.98,342.5,94.68,784.599976,115.760002,83.629997,1637.0,103.0,367.600006,332.899994,364.600006,482.600006,82.879997,537.400024,15.42,404.200012
2021-09-07,34.029999,78.059998,768.0,4573.0,48.450001,347.5,95.5,773.599976,115.639999,82.599998,1636.5,105.5,362.450012,329.5,367.299988,482.0,82.860001,537.200012,15.445,399.100006
2021-09-08,33.610001,77.339996,760.0,4547.0,47.34,342.0,92.480003,769.599976,114.82,81.150002,1590.0,104.800003,358.649994,324.399994,363.5,477.399994,82.440002,537.400024,15.32,400.399994
2021-09-09,33.59,77.419998,762.599976,4537.0,47.830002,345.200012,92.860001,771.599976,114.82,79.779999,1581.5,104.800003,348.0,324.700012,359.600006,476.399994,82.580002,534.799988,15.235,399.700012
2021-09-10,33.709999,77.120003,760.200012,4519.0,47.759998,340.600006,93.099998,767.400024,114.959999,78.669998,1584.5,107.75,344.0,323.100006,361.299988,471.700012,81.339996,526.200012,15.205,396.899994
2021-09-13,33.82,77.82,762.599976,4530.0,48.34,339.299988,90.860001,761.799988,115.059998,78.599998,1579.5,107.199997,341.649994,325.100006,358.200012,478.399994,82.959999,530.200012,15.395,401.200012
2021-09-14,33.93,79.360001,764.799988,4546.0,48.290001,346.299988,91.5,776.599976,114.559998,78.800003,1591.5,103.400002,346.200012,327.600006,371.700012,476.899994,82.459999,532.599976,15.315,399.0
2021-09-15,33.560001,80.0,751.799988,4524.0,47.889999,355.899994,89.400002,767.400024,113.580002,78.25,1577.0,99.099998,343.700012,323.700012,372.700012,474.700012,81.800003,532.200012,15.355,395.299988
2021-09-16,33.759998,79.68,756.200012,4583.0,47.790001,360.799988,89.339996,775.599976,114.239998,77.889999,1609.0,97.980003,345.149994,327.600006,384.0,479.799988,82.059998,531.200012,15.46,396.299988
2021-09-17,33.099998,78.339996,745.599976,4489.0,46.91,355.5,87.800003,752.799988,114.379997,77.440002,1604.0,99.480003,342.899994,323.899994,379.200012,476.100006,80.620003,535.799988,15.31,388.5
2021-09-20,32.169998,78.019997,738.400024,4464.0,45.400002,349.600006,88.519997,748.400024,113.779999,77.209999,1564.0,96.339996,341.5,319.0,374.899994,457.899994,78.099998,530.0,14.305,379.299988
2021-09-21,32.18,78.639999,746.200012,4513.0,44.66,352.399994,88.620003,757.0,114.639999,77.07,1613.0,95.660004,339.350006,324.799988,384.200012,460.100006,78.480003,531.400024,14.125,379.799988
2021-09-22,32.560001,78.440002,742.799988,4457.0,45.380001,352.299988,90.360001,757.400024,114.779999,76.629997,1622.5,97.68,340.049988,325.0,381.200012,466.799988,79.879997,532.0,14.45,385.799988
2021-09-23,32.970001,79.199997,740.599976,4509.0,45.830002,355.200012,92.699997,759.799988,115.019997,77.309998,1641.5,101.0,342.600006,327.299988,384.5,471.5,80.419998,534.0,14.64,388.200012
2021-09-24,32.330002,78.260002,722.799988,4372.0,45.509998,349.799988,91.639999,742.599976,113.440002,76.959999,1594.5,100.449997,340.399994,321.899994,373.299988,471.399994,80.300003,532.799988,14.72,385.100006
2021-09-27,32.0,77.260002,697.0,4236.0,46.200001,335.399994,89.940002,721.599976,111.5,76.660004,1559.0,99.160004,337.549988,306.899994,363.100006,476.0,81.300003,528.0,14.9,387.600006
2021-09-28,31.27,75.599998,684.200012,4204.0,45.720001,325.0,83.419998,693.599976,109.959999,76.120003,1450.0,96.760002,332.600006,298.200012,353.0,465.399994,80.019997,526.0,14.845,382.799988
2021-09-29,31.370001,75.919998,691.200012,4233.0,45.330002,325.700012,83.620003,696.799988,112.459999,77.230003,1461.5,97.879997,338.049988,298.0,353.600006,469.299988,80.82,538.0,15.07,385.5
2021-09-30,31.389999,76.040001,689.0,4262.0,45.139999,319.399994,83.260002,701.599976,112.699997,76.830002,1466.5,97.419998,341.950012,296.799988,355.200012,473.5,80.139999,537.400024,15.0,383.600006
2021-10-01,30.610001,74.139999,683.200012,4281.0,44.84,312.700012,81.519997,695.200012,111.720001,76.059998,1433.0,99.059998,345.25,294.700012,353.200012,471.5,79.739998,534.599976,14.755,381.0
2021-10-04,30.370001,72.260002,676.0,4256.0,44.939999,296.100006,81.099998,690.200012,112.0,76.309998,1398.0,99.379997,349.5,293.5,344.799988,470.200012,79.800003,543.400024,14.74,380.0
2021-10-05,30.6,72.699997,682.0,4260.0,44.639999,300.0,81.360001,698.400024,112.160004,76.0,1406.0,98.940002,346.450012,293.399994,347.100006,474.600006,79.959999,543.200012,15.015,381.299988
2021-10-06,30.139999,72.040001,682.0,4308.0,44.080002,295.0,80.279999,699.599976,112.160004,75.580002,1424.0,96.959999,349.5,297.100006,344.899994,471.600006,79.559998,536.0,14.825,380.600006
2021-10-07,30.889999,73.080002,693.0,4319.0,44.950001,298.100006,81.900002,696.799988,112.82,76.760002,1468.0,101.199997,356.350006,306.0,350.5,480.700012,80.720001,534.200012,15.355,385.299988
2021-10-08,30.690001,72.900002,687.400024,4262.0,44.959999,297.700012,82.139999,691.599976,112.459999,76.599998,1445.0,100.199997,360.600006,302.700012,340.100006,480.799988,80.699997,537.0,15.55,387.5
2021-10-11,30.52,73.239998,686.200012,4287.0,44.330002,295.399994,81.400002,695.0,112.120003,76.699997,1438.0,101.150002,362.600006,300.0,345.0,474.600006,80.360001,538.400024,15.625,386.899994
2021-10-12,30.780001,72.5,691.200012,4186.0,44.16,295.5,81.599998,698.599976,112.599998,76.559998,1447.5,101.300003,358.75,300.899994,348.0,475.700012,80.260002,542.599976,15.58,389.0
2021-10-13,31.33,73.0,698.0,4243.0,44.150002,295.799988,82.879997,719.200012,113.32,76.5,1482.5,104.300003,357.100006,307.799988,355.200012,472.399994,79.699997,544.0,15.48,386.700012
2021-10-14,31.68,72.620003,700.799988,4227.0,44.32,294.700012,82.839996,719.200012,114.419998,76.459999,1519.0,108.599998,357.149994,308.200012,358.399994,478.200012,80.379997,542.599976,15.78,390.399994
2021-10-15,31.91,72.519997,707.599976,4221.0,44.459999,286.700012,81.260002,721.799988,114.82,76.93,1522.5,109.900002,360.25,311.0,359.600006,483.799988,81.260002,544.799988,15.875,392.100006
2021-10-18,31.549999,72.059998,707.599976,4260.0,44.380001,291.100006,82.800003,724.0,115.0,76.32,1537.0,108.800003,363.950012,314.799988,361.600006,481.700012,81.040001,543.0,15.915,388.700012
2021-10-19,31.879999,74.68,713.200012,4279.0,45.209999,297.700012,83.220001,722.799988,112.959999,76.690002,1542.5,109.0,357.950012,315.299988,364.200012,486.399994,82.080002,539.400024,15.935,392.299988
2021-10-20,32.099998,74.660004,716.0,4271.0,45.23,288.600006,83.199997,734.799988,115.959999,77.720001,1557.5,109.650002,352.200012,313.799988,368.399994,486.200012,82.419998,544.599976,16.02,397.299988
2021-10-21,30.1,75.0,711.0,4295.0,44.919998,291.299988,83.059998,751.0,116.879997,77.550003,1575.0,110.050003,357.799988,313.100006,375.0,484.399994,81.720001,543.799988,15.935,396.100006
2021-10-22,30.290001,74.919998,715.400024,4301.0,45.040001,295.899994,82.459999,755.0,117.059998,77.540001,1577.5,111.849998,355.799988,314.0,374.200012,486.799988,81.580002,547.400024,16.07,397.5
2021-10-25,30.059999,75.720001,716.0,4326.0,45.330002,292.100006,81.879997,750.400024,116.800003,77.019997,1590.0,112.150002,357.25,311.399994,379.700012,488.5,81.760002,550.400024,16.360001,398.0
2021-10-26,30.32,76.480003,714.799988,4343.0,45.509998,287.799988,78.379997,754.400024,117.459999,77.870003,1600.0,114.150002,357.950012,310.299988,381.899994,498.5,83.980003,555.200012,16.565001,404.100006
2021-10-27,30.48,75.480003,716.799988,4371.0,45.389999,290.5,76.599998,755.0,118.0,76.019997,1603.5,113.300003,354.549988,311.0,380.299988,497.399994,85.019997,547.799988,16.610001,405.200012
2021-10-28,30.290001,75.779999,721.599976,4407.0,45.599998,290.100006,77.040001,758.799988,119.919998,76.519997,1610.0,114.25,356.799988,314.0,387.100006,497.700012,85.699997,507.200012,16.555,405.100006
2021-10-29,30.290001,75.660004,714.799988,4309.0,45.709999,288.299988,76.220001,750.599976,120.82,75.639999,1597.5,113.099998,354.049988,310.0,378.299988,502.600006,88.639999,498.399994,16.645,405.899994
2021-11-01,30.32,77.199997,720.599976,4365.0,46.630001,288.899994,75.400002,763.200012,120.400002,76.580002,1600.0,114.349998,358.700012,312.100006,384.700012,505.399994,88.959999,497.100006,16.870001,407.600006
2021-11-02,30.82,77.959999,725.599976,4423.0,46.639999,292.100006,73.639999,775.599976,120.599998,76.839996,1610.5,114.050003,367.450012,314.700012,386.899994,508.600006,90.260002,498.5,16.965,408.5
2021-11-03,31.51,78.519997,716.799988,4489.0,46.970001,293.5,73.580002,767.599976,122.419998,76.470001,1621.0,115.25,368.5,319.299988,386.5,513.400024,91.5,500.600006,16.9,411.0
2021-11-04,31.639999,78.32,726.400024,4466.0,46.560001,299.799988,74.0,770.599976,123.339996,76.330002,1639.5,116.449997,370.299988,321.299988,398.799988,509.399994,90.839996,501.0,16.65,410.899994
2021-11-05,31.49,78.160004,716.0,4359.0,47.200001,288.299988,72.400002,712.599976,123.18,76.089996,1655.0,120.300003,364.299988,318.299988,390.600006,511.799988,90.82,500.799988,16.74,412.299988
2021-11-08,31.870001,78.919998,723.400024,4399.0,47.279999,294.0,72.919998,714.799988,122.199997,76.059998,1651.5,123.699997,365.950012,321.200012,387.0,512.799988,91.019997,498.399994,16.764999,411.0
2021-11-09,31.889999,78.339996,723.200012,4399.0,47.32,300.899994,72.800003,726.0,122.959999,75.879997,1640.0,123.5,367.149994,322.100006,398.299988,513.400024,90.300003,506.799988,16.745001,408.700012
2021-11-10,31.969999,77.5,726.200012,4432.0,47.529999,290.600006,72.419998,729.799988,123.459999,76.599998,1611.5,121.75,370.100006,322.5,387.0,513.400024,90.199997,507.399994,16.684999,409.399994
2021-11-11,32.060001,75.32,735.400024,4457.0,47.689999,296.0,72.620003,725.799988,123.339996,76.18,1615.0,122.650002,370.350006,357.600006,389.799988,515.0,89.279999,505.200012,16.655001,401.5
2021-11-12,32.299999,75.040001,744.400024,4498.0,48.200001,297.0,74.199997,737.0,123.660004,76.220001,1636.5,136.0,369.0,354.799988,396.700012,517.200012,89.18,510.0,16.684999,402.0
2021-11-15,32.240002,76.059998,734.799988,4487.0,48.02,295.399994,74.440002,731.799988,123.099998,76.199997,1614.0,139.800003,369.0,356.0,373.700012,515.799988,88.800003,509.200012,16.684999,402.399994
2021-11-16,32.650002,77.0,719.599976,4500.0,48.279999,290.200012,74.18,737.799988,123.580002,76.5,1615.0,140.699997,369.149994,356.899994,369.200012,518.400024,88.82,510.0,16.805,402.399994
2021-11-17,33.049999,77.480003,725.0,4512.0,48.450001,285.899994,74.860001,740.200012,123.459999,76.220001,1632.0,141.550003,370.799988,358.600006,368.600006,517.599976,88.760002,522.599976,16.940001,402.5
2021-11-18,33.009998,77.059998,730.799988,4569.0,47.32,289.700012,73.019997,742.400024,123.139999,75.75,1627.0,141.399994,368.649994,366.5,363.0,514.799988,88.360001,523.200012,16.645,398.0
2021-11-19,33.25,77.160004,740.400024,4637.0,46.619999,291.299988,76.160004,758.0,122.760002,76.040001,1650.0,137.899994,369.950012,369.399994,363.799988,506.799988,87.5,517.0,16.24,392.5
2021-11-22,33.52,75.879997,719.400024,4649.0,46.389999,283.899994,75.18,742.200012,122.620003,76.190002,1641.5,139.25,366.600006,367.299988,357.200012,510.600006,88.040001,522.0,16.379999,393.0
2021-11-23,33.110001,74.419998,695.599976,4513.0,46.84,268.0,75.120003,707.400024,122.040001,77.0,1560.5,137.399994,357.200012,361.0,348.700012,507.600006,88.459999,523.599976,16.290001,393.700012
2021-11-24,32.91,74.559998,698.0,4494.0,47.650002,268.799988,75.0,702.799988,121.519997,76.550003,1562.0,138.899994,361.25,360.799988,346.899994,512.599976,89.059998,528.400024,16.52,396.399994
2021-11-25,32.889999,75.18,700.0,4495.0,47.689999,267.399994,75.18,716.400024,122.040001,76.57,1568.0,140.649994,362.049988,364.700012,350.399994,530.799988,90.040001,527.799988,16.575001,395.799988
2021-11-26,31.5,72.639999,693.400024,4523.0,46.27,267.5,78.199997,738.599976,120.5,74.720001,1530.5,133.449997,358.600006,357.399994,346.299988,515.200012,86.260002,518.0,15.615,382.700012
2021-11-29,31.940001,73.080002,698.0,4524.0,45.48,266.100006,75.440002,730.400024,120.099998,74.239998,1575.0,138.899994,357.5,363.700012,344.200012,524.599976,86.660004,513.400024,15.755,381.799988
2021-11-30,31.889999,72.720001,703.799988,4500.0,44.450001,263.700012,72.860001,743.0,118.0,73.440002,1590.0,136.699997,359.649994,360.700012,346.5,529.799988,86.440002,510.399994,15.94,379.100006
2021-12-01,32.279999,73.379997,711.200012,4490.0,44.669998,265.799988,74.360001,730.0,118.160004,74.239998,1589.5,138.850006,365.799988,364.399994,350.5,527.599976,87.519997,512.0,16.165001,385.299988
2021-12-02,32.349998,72.779999,703.400024,4528.0,44.549999,264.100006,72.699997,716.599976,117.800003,73.800003,1499.5,136.0,363.450012,359.5,337.399994,527.200012,87.580002,507.200012,16.264999,384.100006
2021-12-03,32.41,72.959999,702.200012,4555.0,44.360001,261.600006,71.120003,718.400024,118.82,73.57,1461.5,135.699997,362.25,359.5,335.399994,535.200012,88.139999,508.0,16.139999,385.5
2021-12-06,33.240002,74.580002,715.799988,4649.0,45.57,264.200012,71.980003,706.200012,121.760002,74.629997,1460.5,137.449997,367.549988,367.0,337.100006,548.0,89.400002,509.200012,16.43,392.200012
2021-12-07,33.560001,76.519997,738.200012,4741.0,46.200001,273.799988,75.160004,730.599976,121.879997,74.849998,1501.5,144.75,368.25,374.0,347.799988,546.799988,89.419998,510.0,16.66,393.799988
2021-12-08,33.799999,77.959999,738.0,4769.0,45.91,274.5,75.459999,742.400024,123.800003,74.82,1526.5,144.199997,372.899994,373.799988,344.299988,548.200012,89.239998,506.399994,16.639999,392.200012
